# lambda flux err tem
# angstroms ergs^-1cm^-2a^-1 ergs^-1cm^-2a^-1 none
7576.869 -2.635 1.554 71.660
7578.615 0.166 1.565 71.493
7580.359 -0.837 1.566 71.983
7582.105 -0.163 1.553 71.465
7583.852 -0.182 1.546 71.000
7585.598 -1.377 1.550 70.713
7587.345 1.161 1.573 69.617
7589.092 1.948 1.573 70.906
7590.840 -1.047 1.524 69.920
7592.588 -1.467 1.550 69.276
7594.336 1.654 1.747 68.507
7596.085 1.648 1.907 68.258
7597.834 -3.737 1.697 69.217
7599.584 -1.595 1.580 68.343
7601.334 -0.452 1.643 68.540
7603.084 -1.741 1.680 69.516
7604.835 -0.093 1.604 68.520
7606.586 1.088 1.536 68.271
7608.338 -2.591 1.494 69.549
7610.090 -2.212 1.517 68.503
7611.843 -1.411 1.603 68.932
7613.596 -1.284 1.636 69.665
7615.349 -1.630 1.560 69.226
7617.103 -1.702 1.519 69.252
7618.857 0.529 1.522 68.321
7620.611 3.310 1.538 67.127
7622.367 -2.654 1.480 68.185
7624.122 -1.417 1.506 68.787
7625.877 -1.098 1.521 68.796
7627.633 0.012 1.547 69.425
7629.390 0.853 2.289 69.939
7631.146 2.856 2.340 68.711
7632.905 -2.511 1.493 68.029
7634.662 1.093 1.518 67.826
7636.420 -0.582 1.523 68.400
7638.179 1.852 1.531 67.529
7639.938 -0.553 1.519 67.566
7641.697 -3.224 1.547 68.727
7643.457 -2.519 1.642 68.646
7645.217 -0.557 1.674 67.924
7646.977 -0.221 1.601 67.921
7648.739 -0.129 1.553 68.258
7650.500 0.189 1.542 68.117
7652.262 0.776 1.544 68.935
7654.024 -1.348 1.512 68.247
7655.787 -0.772 1.540 67.059
7657.550 2.088 1.612 66.658
7659.313 -4.339 1.552 67.321
7661.077 -0.577 1.523 66.755
7662.841 -1.873 1.463 65.590
7664.605 1.536 1.476 63.629
7666.371 -1.658 1.452 65.324
7668.136 -3.142 1.442 65.172
7669.902 0.627 1.551 64.953
7671.668 1.026 1.697 66.209
7673.435 -1.157 1.624 65.291
7675.202 -2.372 1.517 66.792
7676.970 -1.093 1.490 66.521
7678.737 -4.046 1.466 67.966
7680.505 -0.909 1.499 67.238
7682.274 2.043 1.493 64.370
7684.043 -2.261 1.470 66.713
7685.813 -0.700 1.503 67.669
7687.583 -0.700 1.504 67.358
7689.354 0.785 1.526 67.091
7691.124 -0.544 1.547 66.806
7692.896 -0.761 1.561 67.761
7694.667 -1.052 1.522 67.373
7696.439 -0.749 1.496 66.606
7698.211 -1.119 1.490 66.214
7699.984 0.264 1.503 65.406
7701.757 0.289 1.577 65.491
7703.531 0.735 1.661 65.908
7705.305 0.975 1.637 66.189
7707.079 0.442 1.532 65.270
7708.854 0.675 1.516 65.757
7710.629 2.512 1.516 65.985
7712.405 -1.958 1.474 65.958
7714.181 0.131 1.479 65.636
7715.957 -1.986 1.462 65.317
7717.734 -2.097 1.471 65.809
7719.511 0.408 1.500 65.267
7721.289 0.020 1.510 66.680
7723.068 -0.873 1.501 67.049
7724.846 1.075 1.522 65.917
7726.625 2.404 1.560 65.687
7728.404 0.801 1.573 67.184
7730.184 -2.530 1.526 67.158
7731.963 0.873 1.524 67.808
7733.744 -2.455 1.501 68.650
7735.525 0.089 1.525 67.379
7737.307 0.171 1.574 67.336
7739.088 -4.259 1.538 68.695
7740.871 -0.132 1.537 68.216
7742.653 0.671 1.509 66.605
7744.436 2.509 1.532 66.313
7746.220 1.433 1.525 67.036
7748.003 0.860 1.516 66.522
7749.788 0.672 1.497 65.448
7751.573 1.430 1.509 65.741
7753.358 1.192 1.523 65.475
7755.143 2.700 1.549 66.089
7756.929 1.602 1.524 66.801
7758.715 1.536 1.518 65.381
7760.502 2.966 1.524 64.685
7762.289 0.685 1.545 67.270
7764.077 -1.537 1.522 67.667
7765.864 -1.161 1.530 68.719
7767.653 0.405 1.542 68.380
7769.442 -0.101 1.529 68.004
7771.231 -2.921 1.503 69.198
7773.021 0.434 1.525 67.416
7774.811 1.888 1.542 66.271
7776.601 0.260 1.575 68.724
7778.392 0.722 1.561 67.712
7780.184 0.958 1.527 66.740
7781.975 -0.080 1.513 66.830
7783.767 0.294 1.517 65.924
7785.559 0.895 1.528 66.891
7787.353 -1.024 1.500 66.620
7789.146 1.386 1.519 65.941
7790.939 0.673 1.524 66.881
7792.733 0.183 1.513 66.765
7794.528 1.266 1.518 65.861
7796.323 1.809 1.519 66.258
7798.118 -1.801 1.485 66.407
7799.914 0.371 1.524 66.674
7801.710 0.030 1.535 66.931
7803.507 0.319 1.531 67.087
7805.304 0.331 1.556 68.261
7807.102 -0.184 1.569 68.597
7808.899 0.087 1.578 68.679
7810.698 0.557 1.583 68.885
7812.496 0.536 1.558 67.321
7814.295 -1.861 1.550 68.635
7816.095 -1.092 1.527 67.909
7817.895 -2.421 1.533 68.211
7819.695 -0.071 1.585 68.155
7821.496 -0.823 1.580 68.893
7823.297 0.196 1.568 68.235
7825.099 -1.293 1.543 67.581
7826.901 1.059 1.593 68.908
7828.703 0.869 1.575 68.288
7830.506 -0.504 1.550 67.387
7832.309 -0.480 1.591 67.320
7834.113 -0.737 1.638 67.593
7835.917 2.451 1.644 66.216
7837.722 -0.615 1.576 67.213
7839.526 -1.139 1.545 66.258
7841.332 0.526 1.615 68.059
7843.137 2.137 1.628 67.588
7844.944 2.081 1.579 66.783
7846.750 -1.583 1.578 68.281
7848.557 1.665 1.648 66.699
7850.364 -0.632 1.629 67.244
7852.172 -2.216 1.613 67.743
7853.981 1.707 1.640 67.766
7855.789 1.005 1.614 66.787
7857.598 -0.770 1.601 67.117
7859.408 -2.106 1.600 66.624
7861.218 1.201 1.651 68.214
7863.028 1.537 1.622 67.132
7864.838 -1.495 1.597 67.294
7866.650 1.184 1.672 68.334
7868.461 4.441 1.685 66.767
7870.273 0.976 1.642 68.070
7872.085 -1.649 1.595 68.458
7873.899 -0.319 1.578 66.681
7875.712 -1.770 1.568 67.071
7877.525 0.960 1.594 68.028
7879.340 -4.787 1.499 67.551
7881.155 0.245 1.819 66.453
7882.969 -0.173 1.799 65.451
7884.785 2.967 1.884 66.443
7886.600 2.660 1.906 66.544
7888.416 5.216 1.650 66.625
7890.232 0.965 1.589 67.158
7892.049 2.507 1.616 66.881
7893.867 1.867 1.610 66.485
7895.685 -0.840 1.634 66.930
7897.503 1.329 1.706 66.780
7899.321 -1.302 1.669 67.509
7901.141 -3.008 1.562 66.064
7902.960 0.785 1.570 64.558
7904.781 1.233 1.586 65.667
7906.602 -0.136 1.551 66.031
7908.421 -2.114 1.521 66.448
7910.243 -1.487 1.553 66.643
7912.064 0.721 1.595 65.408
7913.887 0.206 1.554 64.087
7915.709 -2.888 1.504 66.024
7917.532 -1.891 1.494 65.435
7919.356 -1.311 1.493 64.805
7921.178 -3.835 1.498 65.953
7923.003 -3.233 1.534 65.837
7924.829 -0.818 1.623 67.038
7926.652 -2.252 1.604 67.184
7928.479 -0.211 1.589 66.473
7930.303 -1.710 1.538 65.901
7932.130 -0.518 1.546 65.834
7933.957 -0.495 1.543 65.973
7935.783 -2.973 1.526 66.495
7937.612 0.614 1.547 64.730
7939.439 1.269 1.589 64.174
7941.267 1.051 1.604 64.307
7943.096 0.280 1.599 63.511
7944.926 0.581 1.630 63.723
7946.754 -1.437 1.742 64.670
7948.585 0.030 1.789 64.805
7950.416 0.509 1.697 64.513
7952.247 -0.806 1.660 66.101
7954.078 -2.464 1.816 66.631
7955.909 -0.968 1.878 66.122
7957.742 -0.823 1.680 65.877
7959.574 -2.646 1.595 66.356
7961.407 -0.840 1.650 65.820
7963.241 -0.595 1.709 66.683
7965.075 -1.702 1.789 66.325
7966.908 0.111 1.867 67.455
7968.743 -0.782 1.686 67.672
7970.577 -1.876 1.685 67.974
7972.413 4.179 1.667 66.693
7974.250 -0.523 1.603 66.295
7976.085 -2.880 1.633 68.218
7977.922 -1.884 1.667 68.336
7979.760 -2.273 1.647 68.817
7981.598 1.235 1.635 66.233
7983.435 -0.304 1.623 66.483
7985.274 -1.453 1.599 66.413
7987.112 0.620 1.626 66.963
7988.952 0.327 1.619 67.307
7990.792 1.808 1.596 66.221
7992.632 -0.276 1.560 65.696
7994.473 1.017 1.593 66.559
7996.314 -1.980 1.580 67.714
7998.154 -2.038 1.563 67.388
7999.997 0.616 1.583 65.228
